lng,lat
121.21775510204066,31.038673469387685
121.60788888888838,31.256555555555444
121.2562499999998,31.340972222222096
121.45611111111073,30.79055555555554
121.43974999999965,31.252624999999888
121.79457746478822,31.144647887323853
121.39374999999968,31.200514705882252
121.87749999999994,30.879318181818146
121.11952380952374,31.16476190476181
121.49293333333293,31.162866666666574
121.5822093023251,31.357558139534753
121.19819999999986,31.422599999999854
121.32285714285689,30.734821428571422
121.72937499999937,31.359999999999868
121.1599999999999,31.293026315789355
121.49724137930994,31.353620689655042
121.65260273972548,31.31616438356152
121.59827586206846,31.113965517241297
121.32791666666641,31.280312499999884
121.53964912280657,31.204912280701652
121.2293478260868,31.207391304347723
121.48341463414594,31.227012195121844
121.352714285714,31.135857142857056
121.680428571428,31.202142857142757
121.39631578947336,31.404473684210387
121.47156249999962,30.976874999999943
121.32796511627882,31.193197674418506
121.21421052631563,31.116842105263075
121.11607142857136,31.44571428571414
121.61150793650742,31.20031746031736
